,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
6,15-11-2015,1.04,58816.5,1374.81,33868.95,1787.47,21785.27,12910.54,8473.25,401.48,conventional,2015,Louisville
7,08-11-2015,0.93,86929.62,2052.89,52494.09,6709.02,25673.62,10817.81,12978.02,1877.79,conventional,2015,Louisville
8,01-11-2015,0.89,103768.67,3443.02,60544.64,5446.36,34334.65,11070.08,21945.2,1319.37,conventional,2015,Louisville
9,25-10-2015,1.06,64602.5,2031.83,36450.26,4127.43,21992.98,11226.36,9879.33,887.29,conventional,2015,Louisville
10,18-10-2015,1.03,74092.73,1772.55,46436.42,2941.09,22942.67,12347.11,10100.74,494.82,conventional,2015,Louisville
11,11-10-2015,1.03,74536.59,2060.03,44941.49,4873.81,22661.26,11836.73,10132.33,692.2,conventional,2015,Louisville
12,04-10-2015,1.11,63157.22,1596.38,39700.73,4198.9,17661.21,10607.98,6299.47,753.76,conventional,2015,Louisville
13,27-09-2015,1.18,60980.52,1456.28,40352.61,4205.02,14966.61,8797.15,5225.48,943.98,conventional,2015,Louisville
14,20-09-2015,1.05,71064.71,1645.41,40184.52,7294.86,21939.92,9084.99,10942.97,1911.96,conventional,2015,Louisville
15,13-09-2015,0.98,85919.67,1730.17,56765.08,5424.16,22000.26,9468.95,11295.37,1235.94,conventional,2015,Louisville
16,06-09-2015,0.98,98154.04,2188.71,65116.35,3287.09,27561.89,10648.23,16180.34,733.32,conventional,2015,Louisville
17,30-08-2015,1.13,70164.74,4909.59,40377.06,5962.35,18915.74,10816.15,6584.54,1515.05,conventional,2015,Louisville
18,23-08-2015,1.15,65333.2,2607.26,39932.88,1974.24,20818.82,10968.34,9442.4,408.08,conventional,2015,Louisville
19,16-08-2015,1.09,78926.9,5051.31,45325.78,7750.34,20799.47,11076,7718.56,2004.91,conventional,2015,Louisville
20,09-08-2015,1.08,83592.89,3152.23,52753.42,4025.84,23661.4,12114.64,10835.71,711.05,conventional,2015,Louisville
21,02-08-2015,0.93,91136.65,2141.86,59505.29,3666.88,25822.62,11522.64,13604.5,695.48,conventional,2015,Louisville
22,26-07-2015,0.88,99545.41,1965.35,64026.49,2057.87,31495.7,13129.21,17841.09,525.4,conventional,2015,Louisville
23,19-07-2015,1.08,77503.36,5812.67,44739.72,4934.99,22015.98,13721.17,7346.56,948.25,conventional,2015,Louisville
24,12-07-2015,1.13,72693.94,2051.9,43381.39,1678.98,25581.67,13950.77,11355.84,275.06,conventional,2015,Louisville
25,05-07-2015,1.15,81748.59,1948.65,49319.51,3205.65,27274.78,16460.65,10376.77,437.36,conventional,2015,Louisville
26,28-06-2015,1.15,69230.74,2289.22,41216.44,1060.8,24664.28,15247.78,9197.48,219.02,conventional,2015,Louisville
27,21-06-2015,1.17,78272.57,3338.54,44777.85,6132.64,24023.54,15669.16,7104.77,1249.61,conventional,2015,Louisville
28,14-06-2015,1.07,82364.21,2241.94,50907.67,3570.35,25644.25,15803.53,9422.58,418.14,conventional,2015,Louisville
29,07-06-2015,1.01,98865.51,8145.6,62401.26,4540.35,23778.3,12423.77,10432.41,922.12,conventional,2015,Louisville
30,31-05-2015,1,92345.33,7195.55,58910.38,1622.81,24616.59,11607.93,12647.23,361.43,conventional,2015,Louisville
31,24-05-2015,1.05,79567.66,2581.31,55999.82,1616.65,19369.88,10358.52,8634.83,376.53,conventional,2015,Louisville
32,17-05-2015,1.2,73537.14,2114.98,48390.37,4737.13,18294.66,8983.07,8235.74,1075.85,conventional,2015,Louisville
33,10-05-2015,1.1,85446.43,2278.4,60221.59,606.53,22339.91,9533.88,12740.14,65.89,conventional,2015,Louisville
35,26-04-2015,1.25,476017.06,341780.74,41476.06,120.02,92640.24,63701.43,28442.98,495.83,conventional,2015,MiamiFtLauderdale
36,19-04-2015,1.23,434025.46,306881.48,38958.56,41.04,88144.38,58121.16,30023.22,0,conventional,2015,MiamiFtLauderdale
37,12-04-2015,1,692569.85,525432.6,63130.09,59.84,103947.32,47627.94,56319.38,0,conventional,2015,MiamiFtLauderdale
38,05-04-2015,1.11,510738.88,370549.02,48767.27,91.39,91331.2,49707.36,41286.34,337.5,conventional,2015,MiamiFtLauderdale
39,29-03-2015,1.25,370065.74,261045.75,32977.11,87.26,75955.62,47569.63,28385.99,0,conventional,2015,MiamiFtLauderdale
40,22-03-2015,0.97,642934.25,480064.45,58232.21,165.2,104472.39,51350.08,53122.31,0,conventional,2015,MiamiFtLauderdale
41,15-03-2015,1.33,371716.28,272270.43,35374.87,145.85,63925.13,38984.8,24940.33,0,conventional,2015,MiamiFtLauderdale
42,08-03-2015,1.3,356311.66,253963.7,32888.65,62.9,69396.41,47346.87,22049.54,0,conventional,2015,MiamiFtLauderdale
43,01-03-2015,1.01,647014.16,484615.92,60307.81,41.65,102048.78,45516.03,56532.75,0,conventional,2015,MiamiFtLauderdale
44,22-02-2015,1.24,369819.98,256141.1,35032.65,67.64,78578.59,51870.47,26708.12,0,conventional,2015,MiamiFtLauderdale
45,15-02-2015,1.29,353520.71,243991.59,34941.84,77.29,74509.99,38771.73,35738.26,0,conventional,2015,MiamiFtLauderdale
46,08-02-2015,1.25,348210.5,249833.46,35897.43,34.5,62445.11,36164.82,26280.29,0,conventional,2015,MiamiFtLauderdale
47,01-02-2015,0.95,753300.79,566917.32,74532.61,82.04,111768.82,48097.17,63671.65,0,conventional,2015,MiamiFtLauderdale
48,25-01-2015,1.27,398055.71,289948.64,41120.06,65.81,66921.2,35279.75,31641.45,0,conventional,2015,MiamiFtLauderdale
49,18-01-2015,1.3,405138.19,285204.29,42798.99,42.64,77092.27,41312,35780.27,0,conventional,2015,MiamiFtLauderdale
50,11-01-2015,1.28,342796.99,242922.42,36043.54,38.69,63792.34,35069.71,28722.63,0,conventional,2015,MiamiFtLauderdale
51,04-01-2015,0.97,540234.22,398670.03,54844.33,39.07,86680.79,38505.18,48175.61,0,conventional,2015,MiamiFtLauderdale
0,27-12-2015,1.05,2065131.33,435246.31,1022861.71,103811.97,503211.34,464119.16,35717.26,3374.92,conventional,2015,Midsouth
1,20-12-2015,1.05,2044020.93,446433.13,1024405.09,96387.48,476795.23,434534.42,38523.1,3737.71,conventional,2015,Midsouth
2,13-12-2015,1.03,2193142.82,515063.58,1060753.67,113979.43,503346.14,445274.87,57239.73,831.54,conventional,2015,Midsouth
3,06-12-2015,1,2233138.01,507201.58,1154808.22,133316.89,437811.32,377999.41,57793.89,2018.02,conventional,2015,Midsouth
4,29-11-2015,1.05,1845443.13,417849.42,939038.5,101739.67,386815.54,344830.99,40738.63,1245.92,conventional,2015,Midsouth
5,22-11-2015,1.06,1903245,422437.27,955972.74,117353.23,407481.76,364155.91,41724.4,1601.45,conventional,2015,Midsouth
6,15-11-2015,1.02,2355839.19,470482.8,1302219.95,168586.54,414549.9,373075.42,40843.12,631.36,conventional,2015,Midsouth
7,08-11-2015,1.04,2503008.26,568612.19,1248271.45,228267.05,457857.57,402488.58,52180.99,3188,conventional,2015,Midsouth
8,01-11-2015,1.08,2511760.36,549089.55,1188242.89,260946.16,513481.76,429082.15,81904.3,2495.31,conventional,2015,Midsouth
9,25-10-2015,1.13,2188485.29,522060.98,980865.05,211478.23,474081.03,417038.17,55815.71,1227.15,conventional,2015,Midsouth
10,18-10-2015,1.05,2783170.15,555583.11,1537196.96,215608.69,474781.39,423533.77,50778.19,469.43,conventional,2015,Midsouth
11,11-10-2015,1.13,2329757.67,469059.21,1057488.47,277954.43,525255.56,455592.88,68091.96,1570.72,conventional,2015,Midsouth
12,04-10-2015,1.18,2233935.94,467701.3,1070891.86,194003.8,501338.98,438547.27,61454.54,1337.17,conventional,2015,Midsouth
13,27-09-2015,1.11,2390611.02,479660.47,1206766.08,274903.15,429281.32,383854.11,43807.49,1619.72,conventional,2015,Midsouth
14,20-09-2015,1.13,2447264.74,555127.12,1122683.82,208537.92,560915.88,479718.29,76793.78,4403.81,conventional,2015,Midsouth
15,13-09-2015,1.09,2814803.06,574792.78,1444401.99,182702.62,612905.67,548306.36,61850.13,2749.18,conventional,2015,Midsouth
16,06-09-2015,1.08,3013825.75,564493.74,1458691.19,314497.84,676142.98,598816.21,75569.59,1757.18,conventional,2015,Midsouth
17,30-08-2015,1.18,2535192.78,516825.42,1161145.08,196950.9,660271.38,620018.68,36845.26,3407.44,conventional,2015,Midsouth
25,05-07-2015,0.97,201797.82,121473.02,25125.21,10804.25,44395.34,35733.99,8482,179.35,conventional,2015,Nashville
26,28-06-2015,1.06,159981.66,90881.66,19436.14,8297.63,41366.23,36900.28,3662.58,803.37,conventional,2015,Nashville
27,21-06-2015,0.96,188762.81,111226.04,17917.39,8103.01,51516.37,41015,9725.53,775.84,conventional,2015,Nashville
28,14-06-2015,1.03,172302.47,103389.69,17224.17,7010.57,44678.04,38948.35,5729.69,0,conventional,2015,Nashville
29,07-06-2015,0.96,189470.19,128293.7,10385.79,10508.18,40282.52,31059.24,8944.38,278.9,conventional,2015,Nashville
30,31-05-2015,1.04,166214.14,117285.11,8351.55,11839,28738.48,24244.27,4413.3,80.91,conventional,2015,Nashville
31,24-05-2015,0.98,194990.71,140921.85,9348.72,14228.41,30491.73,22090.48,7942.08,459.17,conventional,2015,Nashville
32,17-05-2015,1.07,149400.13,100832.21,8161.87,10852.62,29553.43,25235.57,4310.3,7.56,conventional,2015,Nashville
33,10-05-2015,1.07,165726.92,114337.07,9079.59,13932.74,28377.52,23620.06,4406.92,350.54,conventional,2015,Nashville
34,03-05-2015,0.98,222813,159791.64,13149.16,16218.93,33653.27,23216.64,10436.63,0,conventional,2015,Nashville
35,26-04-2015,1.08,166556.79,117295.03,8599.82,15685.44,24976.5,21480.56,3495.94,0,conventional,2015,Nashville
36,19-04-2015,1.11,140649.3,91537.59,7598.5,12377.93,29135.28,22422.52,6712.76,0,conventional,2015,Nashville
37,12-04-2015,1,158490.37,111682.33,9658.98,12737.74,24411.32,14353.71,10057.61,0,conventional,2015,Nashville
38,05-04-2015,1.06,155074.03,104270.46,8266.56,14141.74,28395.27,21583.06,6812.21,0,conventional,2015,Nashville
39,29-03-2015,1.07,151301.45,102824.72,8307.47,14079.54,26089.72,19540.62,6549.1,0,conventional,2015,Nashville
40,22-03-2015,1.01,173980.22,122204.32,9195.02,13155.99,29424.89,22501.23,6833.78,89.88,conventional,2015,Nashville
41,15-03-2015,1.08,131053.65,86390.93,6821.52,11458.43,26382.77,21886.31,3381.7,1114.76,conventional,2015,Nashville
42,08-03-2015,1.08,149239.4,104187.91,7723.68,10813.59,26514.22,22958.63,3555.59,0,conventional,2015,Nashville
43,01-03-2015,0.99,169423.5,121799.85,9712.84,10894.89,27015.92,20732.64,6153.5,129.78,conventional,2015,Nashville
44,22-02-2015,1.05,148164.2,101095.06,10053.42,13693.83,23321.89,20671.7,2645.2,4.99,conventional,2015,Nashville
45,15-02-2015,1.03,153852.03,109047.7,9817.42,11085.73,23901.18,21186.15,2715.03,0,conventional,2015,Nashville
46,08-02-2015,0.94,171749.31,125785.83,8119.73,9717.73,28126.02,25896.73,2229.29,0,conventional,2015,Nashville
47,01-02-2015,0.94,221471.45,160834.57,13445.84,17578.18,29612.86,23898.35,5714.51,0,conventional,2015,Nashville
48,25-01-2015,1.07,140855.47,95428.54,8371.74,11082.07,25973.12,24183.43,1789.69,0,conventional,2015,Nashville
49,18-01-2015,1.08,143464.64,97216.47,8423.57,12187.72,25636.88,23520.54,2116.34,0,conventional,2015,Nashville
0,27-12-2015,1.17,1129876.05,13711.19,872603.6,894.58,242666.68,208470.99,34191.25,4.44,conventional,2015,NewYork
1,20-12-2015,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0,conventional,2015,NewYork
2,13-12-2015,1.12,1254805.29,15990.38,975504.52,1657.92,261652.47,222446.62,39205.85,0,conventional,2015,NewYork
3,06-12-2015,1.2,1068971.54,15730.1,887708.08,892.62,164640.74,136643.23,27997.51,0,conventional,2015,NewYork
4,29-11-2015,1.16,999169.64,13652.41,814571.57,863.58,170082.08,139508.76,30573.32,0,conventional,2015,NewYork
5,22-11-2015,1.14,1111803.12,15004.7,905344.06,1227.89,190226.47,156660.8,33558.6,7.07,conventional,2015,NewYork
6,15-11-2015,1.04,1357393.34,23669.62,1107466.31,929.57,225327.84,196060.17,29267.67,0,conventional,2015,NewYork
7,08-11-2015,1.13,1406262.16,20146.29,1097994.07,753.78,287368.02,198024.18,89343.84,0,conventional,2015,NewYork
8,01-11-2015,1.06,2180520.22,24197.61,1916954.83,1226.57,238141.21,183727.03,54399.03,15.15,conventional,2015,NewYork
9,25-10-2015,1.23,1048045.86,18035.94,790163.44,540.63,239305.85,192750.44,46555.41,0,conventional,2015,NewYork
10,18-10-2015,0.97,1856337.85,23873.63,1598365.27,1173.01,232925.94,181854.71,51069.15,2.08,conventional,2015,NewYork
11,11-10-2015,1.28,1099283.22,14859.09,792683.64,721.46,291019.03,214209.27,76809.76,0,conventional,2015,NewYork
12,04-10-2015,1.26,1342963.26,19623.48,1060768.61,1078.17,261493,208106.11,53386.89,0,conventional,2015,NewYork
13,27-09-2015,1.16,1201066.41,15448.68,941112.78,983.6,243521.35,185973.17,57548.18,0,conventional,2015,NewYork
14,20-09-2015,1.18,1192210.54,16098.34,913022.98,801.09,262288.13,214317.49,47970.64,0,conventional,2015,NewYork
15,13-09-2015,1.16,1479334.84,20526.41,1208256.11,1030.24,249522.08,181277.74,68237.18,7.16,conventional,2015,NewYork
16,06-09-2015,1.22,1340925.56,19894.27,1074698.43,1295.45,245037.41,201210.17,43820.11,7.13,conventional,2015,NewYork
17,30-08-2015,1.22,1251081.11,18628.2,982355.97,1530.58,248566.36,208604.73,39872.77,88.86,conventional,2015,NewYork
18,23-08-2015,1.1,1477964.12,22589.42,1222687.73,822.48,231864.49,197249.71,34604.15,10.63,conventional,2015,NewYork
19,16-08-2015,1.14,1535981.4,19663.39,1291206.23,1727.95,223383.83,188594,34787.84,1.99,conventional,2015,NewYork
20,09-08-2015,1.1,1563915.04,23326.28,1290583.13,976.16,249029.47,218715.85,30313.62,0,conventional,2015,NewYork
21,02-08-2015,1.14,1458722.6,21768.56,1184264.91,1330.65,251358.48,216693.68,34664.8,0,conventional,2015,NewYork
22,26-07-2015,1.28,1211731.19,19228.22,910716.77,1321.69,280464.51,233874.8,46589.71,0,conventional,2015,NewYork
23,19-07-2015,1.37,1251919.24,20811.41,923816.05,2324.14,304967.64,256581.76,48382.38,3.5,conventional,2015,NewYork
24,12-07-2015,1.27,1338282.24,22742.33,956051.1,5130.14,354358.67,306199.58,47542.37,616.72,conventional,2015,NewYork
25,05-07-2015,1.18,1666825.63,23947.74,1290776.67,5470.64,346630.58,278911.21,67625.57,93.8,conventional,2015,NewYork
26,28-06-2015,1.36,1284789.44,17714.92,917010.98,3347.48,346716.06,266450.36,80224.13,41.57,conventional,2015,NewYork
27,21-06-2015,1.28,1667026.11,18711.02,1312242.38,5159.36,330913.35,287710.54,43147.53,55.28,conventional,2015,NewYork
28,14-06-2015,1.32,1363133.97,23161.35,931945.04,3548.03,404479.55,323080.99,81280.96,117.6,conventional,2015,NewYork
29,07-06-2015,1.32,1731061.12,24734.98,1347902.88,2235.54,356187.72,296939.83,59171.88,76.01,conventional,2015,NewYork
30,31-05-2015,1.43,1493218.75,24958.8,1077663.26,1368.92,389227.77,322139.9,67077.51,10.36,conventional,2015,NewYork
31,24-05-2015,1.37,1515022.63,21741.7,1103694.97,1724.03,387861.93,322563.16,65288.42,10.35,conventional,2015,NewYork
32,17-05-2015,1.43,1255552.68,21866.23,871213.06,1648.45,360824.94,300933.75,59891.19,0,conventional,2015,NewYork
33,10-05-2015,1.22,2118593.92,27734.02,1711900.09,4590.52,374369.29,316975.34,57393.95,0,conventional,2015,NewYork
34,03-05-2015,1.32,1679103.39,23447.41,1317970.18,4554.01,333131.79,257688.23,74835.23,608.33,conventional,2015,NewYork
35,26-04-2015,1.44,1295589.61,20400.34,932216.48,2618.1,340354.69,246376.89,93487.52,490.28,conventional,2015,NewYork
36,19-04-2015,1.42,1332514.63,20252.47,927145.61,2366.85,382749.7,278784.54,103965.16,0,conventional,2015,NewYork
37,12-04-2015,1.43,1084407.8,18928.26,764676.24,1846.37,298956.93,239070,59886.93,0,conventional,2015,NewYork
38,05-04-2015,1.41,1244324.47,20081.53,909664.31,2011.01,312567.62,252129.98,59757.08,680.56,conventional,2015,NewYork
39,29-03-2015,1.36,1183815.23,21780.45,882071.76,1812.92,278150.1,216859.46,61290.64,0,conventional,2015,NewYork
40,22-03-2015,1.33,1192732.41,22713.33,884992.9,1650.73,283375.45,223369.68,60005.77,0,conventional,2015,NewYork
41,15-03-2015,1.45,1097737.98,22591.72,749461.13,1923.63,323761.5,258642.39,65119.11,0,conventional,2015,NewYork
42,08-03-2015,1.36,1129333.95,31886.43,755537.72,2109.98,339799.82,271636.2,68163.62,0,conventional,2015,NewYork
43,01-03-2015,1.18,1338129.89,19919.91,1025372.06,2849.43,289988.49,228539.44,61449.05,0,conventional,2015,NewYork
40,22-03-2015,1.22,3520408.65,118765,2526519.62,5436.84,869687.19,782209.83,87477.36,0,conventional,2015,Northeast
41,15-03-2015,1.34,3135991.73,111777.91,2082038.09,5531.34,936644.39,843930.39,92714,0,conventional,2015,Northeast
42,08-03-2015,1.27,3250832.53,113602.19,2111936.1,7864.97,1017429.27,909308.32,108119.32,1.63,conventional,2015,Northeast
43,01-03-2015,1.15,3780455.44,88609.28,2790180.2,7317.59,894348.37,810060.6,84287.77,0,conventional,2015,Northeast
44,22-02-2015,1.29,3042447.03,92283.05,2003076.22,7049.52,940038.24,860636.05,79402.19,0,conventional,2015,Northeast
45,15-02-2015,1.29,2983695.9,88056.2,1958075.38,7773.07,929791.25,864046.29,65744.96,0,conventional,2015,Northeast
46,08-02-2015,1.09,4457049.41,128978.49,3354876.63,7219.81,965974.48,869917.39,96055.45,1.64,conventional,2015,Northeast
47,01-02-2015,1.23,4298883.17,133613,3149375.34,9191.41,1006703.42,896750.09,109953.33,0,conventional,2015,Northeast
48,25-01-2015,1.27,3238501.89,96761.81,2129188.49,7923.65,1004627.94,903840.54,100787.4,0,conventional,2015,Northeast
49,18-01-2015,1.32,3066789.62,91803.09,2098784.32,7215.59,868986.62,784229.51,84757.11,0,conventional,2015,Northeast
50,11-01-2015,1.28,3056024.77,97343.55,2070661.43,6915.47,881104.32,796190.93,84913.39,0,conventional,2015,Northeast
51,04-01-2015,1.09,3759282.62,126640.65,2860709.93,7580.38,764351.66,669970.5,94381.16,0,conventional,2015,Northeast
0,27-12-2015,1.21,304598.42,2601.32,250270.9,12123.24,39602.96,39602.96,0,0,conventional,2015,NorthernNewEngland
1,20-12-2015,1.17,284808.22,2616.13,232459.75,3820.83,45911.51,45911.51,0,0,conventional,2015,NorthernNewEngland
2,13-12-2015,0.95,407482.83,2970.12,369076.25,116.84,35319.62,35319.62,0,0,conventional,2015,NorthernNewEngland
3,06-12-2015,1.11,303058.29,3320.11,261503.41,94.18,38140.59,38140.59,0,0,conventional,2015,NorthernNewEngland
4,29-11-2015,1.25,219689.9,2897.91,181977.84,88.58,34725.57,34725.57,0,0,conventional,2015,NorthernNewEngland
5,22-11-2015,1.08,274209.2,2770.62,230517.24,140.77,40780.57,40777.1,3.47,0,conventional,2015,NorthernNewEngland
6,15-11-2015,1.07,287015.98,2589.55,237255.49,90.93,47080.01,46867.66,212.35,0,conventional,2015,NorthernNewEngland
7,08-11-2015,0.96,489339.78,2347.38,453089.14,132.37,33770.89,33362,408.89,0,conventional,2015,NorthernNewEngland
8,01-11-2015,1.07,350260.55,3271.4,281498.53,209.48,65281.14,65081.14,200,0,conventional,2015,NorthernNewEngland
9,25-10-2015,1.08,313881.26,2599.46,268057.07,158.24,43066.49,42475.38,591.11,0,conventional,2015,NorthernNewEngland
10,18-10-2015,1,402466.4,3274.11,361448.46,192.81,37551.02,36297.69,1253.33,0,conventional,2015,NorthernNewEngland
11,11-10-2015,1.19,278472.66,3616.8,231543.02,204.79,43108.05,43001.38,106.67,0,conventional,2015,NorthernNewEngland
12,04-10-2015,1.12,298222.53,3978.7,253346.07,248.25,40649.51,40431.73,217.78,0,conventional,2015,NorthernNewEngland
13,27-09-2015,0.98,458602.59,2768.16,427544.89,265.22,28024.32,27515.43,508.89,0,conventional,2015,NorthernNewEngland
14,20-09-2015,1.17,322729.94,2413.3,270775.68,291.7,49249.26,48164.82,1084.44,0,conventional,2015,NorthernNewEngland
15,13-09-2015,1.09,356105.25,1752.73,301172.05,277.25,52903.22,52023.22,880,0,conventional,2015,NorthernNewEngland
16,06-09-2015,1.01,508207.79,2506.81,456884.53,377.7,48438.75,48349.86,88.89,0,conventional,2015,NorthernNewEngland
17,30-08-2015,1.13,395127.18,2834.15,337184.98,457.24,54650.81,54650.81,0,0,conventional,2015,NorthernNewEngland
18,23-08-2015,1.18,400101.77,2487.19,338130.6,608.29,58875.69,58875.69,0,0,conventional,2015,NorthernNewEngland
19,16-08-2015,1.23,372516,2067.21,304465.27,775,65208.52,65208.52,0,0,conventional,2015,NorthernNewEngland
20,09-08-2015,1.03,579226.47,2513.38,523492.97,815.98,52404.14,52400.81,3.33,0,conventional,2015,NorthernNewEngland
21,02-08-2015,1.25,417082.92,2279.1,347110.01,1637.61,66056.2,66056.2,0,0,conventional,2015,NorthernNewEngland
22,26-07-2015,1.25,402791.86,2558.33,324258.79,2452.04,73522.7,73518.43,4.27,0,conventional,2015,NorthernNewEngland
23,19-07-2015,1.03,594451.88,3108.09,522040.27,6851.58,62451.94,62434.86,17.08,0,conventional,2015,NorthernNewEngland
24,12-07-2015,1.1,509215.2,3111.08,341891.96,15371.77,148840.39,148811.62,28.77,0,conventional,2015,NorthernNewEngland
25,05-07-2015,1.15,536642.98,2968.62,338863.42,17991.98,176818.96,176636.74,182.22,0,conventional,2015,NorthernNewEngland
26,28-06-2015,1.14,452801.32,2582.77,282587.99,15156.27,152474.29,152425.4,48.89,0,conventional,2015,NorthernNewEngland
27,21-06-2015,1.18,425885.58,2279.37,300069.61,14779.66,108756.94,108756.94,0,0,conventional,2015,NorthernNewEngland
28,14-06-2015,1.04,537725.07,2804.46,362082.5,10744.54,162093.57,162093.57,0,0,conventional,2015,NorthernNewEngland
27,21-06-2015,0.96,394035.19,243576.61,57122.76,726.55,92609.27,55420.02,37189.25,0,conventional,2015,Orlando
28,14-06-2015,1.22,256149.75,141946.09,36946.34,2083.82,75173.5,56501.85,18663.64,8.01,conventional,2015,Orlando
29,07-06-2015,0.98,391556.97,271323.04,33611.14,561.66,86061.13,48219.72,37841.41,0,conventional,2015,Orlando
30,31-05-2015,1.26,250040.49,174419.44,19641.65,73.35,55906.05,38303.2,17602.85,0,conventional,2015,Orlando
31,24-05-2015,1,401991.2,295794.7,29758,160.42,76278.08,37157.88,39120.2,0,conventional,2015,Orlando
32,17-05-2015,1.23,243265.56,168886.63,19797.32,173.63,54407.98,38066.02,16341.96,0,conventional,2015,Orlando
33,10-05-2015,1.23,257032.99,185586.2,19590.84,138.92,51717.03,35990.16,15726.87,0,conventional,2015,Orlando
34,03-05-2015,0.98,501573.86,369352.45,36610.76,165.6,95445.05,40398.41,54823.03,223.61,conventional,2015,Orlando
35,26-04-2015,1.23,257307.97,179052.54,21351.58,93.98,56809.87,38167.83,18294.82,347.22,conventional,2015,Orlando
36,19-04-2015,1.23,231777.27,157931.42,18812.23,205.89,54827.73,35504.7,19323.03,0,conventional,2015,Orlando
37,12-04-2015,0.99,375363.86,275283.48,28203.4,96.79,71780.19,31886.66,39893.53,0,conventional,2015,Orlando
38,05-04-2015,1.1,300679.66,211116.53,25858.76,103.76,63600.61,34091.52,29143.81,365.28,conventional,2015,Orlando
39,29-03-2015,1.25,216925.45,150612.51,18785.42,128.97,47398.55,29215.6,18182.95,0,conventional,2015,Orlando
40,22-03-2015,0.98,363504.44,260635,29682.52,141.02,73045.9,37453.09,35592.81,0,conventional,2015,Orlando
41,15-03-2015,1.27,226247.68,154931.57,21353.84,115.89,49846.38,34513.35,15333.03,0,conventional,2015,Orlando
42,08-03-2015,1.27,219071.79,149785.3,19868.22,86.78,49331.49,33996.64,15334.85,0,conventional,2015,Orlando
43,01-03-2015,1,316199.07,227527.01,26599.79,114.63,61957.64,31707.62,30250.02,0,conventional,2015,Orlando
44,22-02-2015,1.18,226965.26,151270.02,22481.35,66.79,53147.1,36700.48,16446.62,0,conventional,2015,Orlando
45,15-02-2015,1.26,204812.28,139189.15,21210.42,37.33,44375.38,20733.73,23641.65,0,conventional,2015,Orlando
46,08-02-2015,1.23,204396.56,137587.02,24318.2,99.17,42392.17,18229.35,24162.82,0,conventional,2015,Orlando
47,01-02-2015,0.95,489224.51,358731.15,50048.43,180.21,80264.72,26854.75,53409.97,0,conventional,2015,Orlando
39,29-03-2015,1.39,339877.09,15819.32,222182.25,1168.94,100706.58,88306.35,12400.23,0,conventional,2015,Philadelphia
40,22-03-2015,1.18,449261.63,27380.04,322071,1104.04,98706.55,85471.81,13234.74,0,conventional,2015,Philadelphia
41,15-03-2015,1.44,331456.96,15055.12,199103.98,1077.74,116220.12,102101.2,14118.92,0,conventional,2015,Philadelphia
42,08-03-2015,1.4,349609.78,19780.09,207010.01,1051.07,121768.61,106813.89,14953.22,1.5,conventional,2015,Philadelphia
43,01-03-2015,1.24,392412.07,16329.41,267027.05,1528.3,107527.31,93745.13,13782.18,0,conventional,2015,Philadelphia
44,22-02-2015,1.36,348215.37,14876.71,214953.17,1353.67,117031.82,105513.5,11518.32,0,conventional,2015,Philadelphia
45,15-02-2015,1.34,335173.17,15920.85,210874.58,1259.97,107117.77,97737.29,9380.48,0,conventional,2015,Philadelphia
46,08-02-2015,1.09,477875.71,26219.21,336509.39,1353.94,113793.17,100107.79,13683.87,1.51,conventional,2015,Philadelphia
47,01-02-2015,1.14,569304.8,30263.22,417993.89,1722.1,119325.59,104365.66,14959.93,0,conventional,2015,Philadelphia
48,25-01-2015,1.36,355645.73,16112.5,211453.65,1409.19,126670.39,110991.22,15679.17,0,conventional,2015,Philadelphia
49,18-01-2015,1.4,331495.41,15116.27,209523.15,1469.44,105386.55,93250.96,12135.59,0,conventional,2015,Philadelphia
50,11-01-2015,1.38,315984.22,14323.61,198387.14,1715.41,101558.06,88980,12578.06,0,conventional,2015,Philadelphia
51,04-01-2015,1.1,407675.56,24190.91,294715.33,2121.45,86647.87,72829.94,13817.93,0,conventional,2015,Philadelphia
0,27-12-2015,0.49,1137707.43,738314.8,286858.37,11642.46,100891.8,70749.02,30142.78,0,conventional,2015,PhoenixTucson
1,20-12-2015,0.53,1097224.25,785254.94,204147.3,10346.68,97475.33,72169.92,25305.41,0,conventional,2015,PhoenixTucson
2,13-12-2015,0.66,907470.09,546182.56,241774.69,9429.99,110082.85,92028.11,18054.74,0,conventional,2015,PhoenixTucson
3,06-12-2015,0.56,1105500.34,760680.02,271207.14,13354.8,60258.38,60255.64,2.74,0,conventional,2015,PhoenixTucson
4,29-11-2015,0.75,724915.6,449043.34,208439.29,9770.44,57662.53,57662.53,0,0,conventional,2015,PhoenixTucson
5,22-11-2015,0.77,737834.48,441712.62,220374.84,11102.75,64644.27,63088.81,1555.46,0,conventional,2015,PhoenixTucson
6,15-11-2015,0.62,1010132.49,690246.77,244820.79,11412.94,63651.99,63178.2,473.79,0,conventional,2015,PhoenixTucson
7,08-11-2015,0.6,1102271.52,793103.44,234926.57,11555.39,62686.12,62666.63,19.49,0,conventional,2015,PhoenixTucson
8,01-11-2015,0.71,907452.21,592066.03,232050.89,20971.41,62363.88,62363.88,0,0,conventional,2015,PhoenixTucson
