Customer,Country,State Code,State,Claim Amount,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
UF77413,US,IA,Iowa,275.8498582,No,Basic,College,2/27/11,Employed,M,65794,Urban,Married,69,10,14,1,1,Personal Auto,Personal L1,Collision,Branch,277.27294,Four-Door Car,Medsize
UY45293,US,IA,Iowa,370.3930261,No,Extended,Bachelor,2/5/11,Employed,M,21975,Suburban,Divorced,95,28,63,0,1,Corporate Auto,Corporate L1,Other,Agent,456,Four-Door Car,Large
TH84309,US,MO,Missouri,937.2843639,No,Extended,High School or Below,2/22/11,Unemployed,M,0,Suburban,Married,126,19,17,0,4,Personal Auto,Personal L3,Scratch/Dent,Branch,604.8,SUV,Medsize
PZ94551,US,IA,Iowa,499.1584471,No,Extended,Bachelor,2/10/11,Employed,F,56649,Suburban,Married,125,12,8,0,1,Special Auto,Special L2,Collision,Branch,780.090361,SUV,Large
FY40655,US,KS,Kansas,3940.01854,No,Premium,Master,1/20/11,Unemployed,M,0,Suburban,Single,181,22,96,0,2,Personal Auto,Personal L3,Collision,Call Center,868.8,SUV,Medsize
HS85465,US,MO,Missouri,275.9978287,Yes,Basic,Bachelor,1/3/11,Employed,M,92296,Suburban,Married,69,4,65,0,1,Corporate Auto,Corporate L1,Hail,Agent,331.2,Two-Door Car,Medsize
SI78985,US,IA,Iowa,799.3003997,No,Premium,Bachelor,1/3/11,Employed,F,39448,Rural,Married,103,10,14,3,5,Personal Auto,Personal L1,Scratch/Dent,Web,66.020788,Four-Door Car,Medsize
KF50730,US,MO,Missouri,523.5573528,No,Extended,Bachelor,2/21/11,Employed,F,71794,Urban,Married,131,19,48,0,1,Personal Auto,Personal L3,Hail,Web,457.471225,SUV,Medsize
JO13576,US,MO,Missouri,263.3011837,No,Basic,High School or Below,1/1/11,Retired,F,21861,Suburban,Married,69,3,11,0,1,Personal Auto,Personal L3,Hail,Agent,348.278032,Four-Door Car,Medsize
HJ79774,US,IA,Iowa,276.4802284,No,Basic,College,2/19/11,Employed,F,31591,Urban,Married,72,17,65,4,1,Corporate Auto,Corporate L1,Scratch/Dent,Branch,240.241499,Four-Door Car,Medsize
KI18648,US,NE,Nebraska,808.4846371,No,Basic,Bachelor,1/25/11,Employed,F,60662,Suburban,Divorced,68,10,38,0,2,Special Auto,Special L1,Hail,Web,326.4,Two-Door Car,Medsize
EL99335,US,MO,Missouri,268.5177658,No,Basic,College,1/29/11,Retired,F,20608,Suburban,Divorced,73,10,24,0,1,Personal Auto,Personal L2,Scratch/Dent,Branch,350.4,Four-Door Car,Small
LE84979,US,MO,Missouri,1220.812004,No,Basic,Master,2/27/11,Employed,F,21331,Urban,Divorced,103,18,84,0,2,Personal Auto,Personal L3,Collision,Agent,419.062661,SUV,Large
CE12380,US,NE,Nebraska,2009.043865,No,Basic,College,1/11/11,Unemployed,F,0,Urban,Single,66,16,19,1,2,Corporate Auto,Corporate L3,Collision,Agent,252.149798,Four-Door Car,Medsize
IB80924,US,KS,Kansas,3286.44046,No,Basic,High School or Below,2/10/11,Employed,F,90783,Urban,Divorced,104,0,38,2,2,Personal Auto,Personal L3,Collision,Agent,285.745227,SUV,Small
JF83834,US,IA,Iowa,249.1317024,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Corporate Auto,Corporate L1,Collision,Agent,67.530904,Four-Door Car,Large
YN10988,US,MO,Missouri,631.4596813,No,Extended,High School or Below,1/2/11,Unemployed,M,0,Suburban,Married,87,15,46,0,6,Personal Auto,Personal L2,Hail,Web,417.6,Four-Door Car,Medsize
YX15941,US,IA,Iowa,1622.964891,No,Extended,College,2/12/11,Employed,M,26030,Suburban,Married,139,25,29,1,2,Corporate Auto,Corporate L3,Hail,Call Center,667.2,Sports Car,Medsize
ZB50601,US,OK,Oklahoma,516.1789881,No,Basic,College,2/10/11,Unemployed,M,0,Suburban,Married,70,6,24,0,6,Personal Auto,Personal L3,Collision,Web,469.491537,Four-Door Car,Medsize
HP50399,US,OK,Oklahoma,398.2266087,No,Basic,Bachelor,1/5/11,Unemployed,M,0,Suburban,Divorced,113,14,77,0,1,Personal Auto,Personal L3,Scratch/Dent,Branch,542.4,SUV,Medsize
GC17585,US,NE,Nebraska,1347.318567,No,Basic,Bachelor,2/16/11,Employed,M,25302,Suburban,Married,70,13,16,1,2,Personal Auto,Personal L1,Hail,Branch,336,Four-Door Car,Medsize
FG46258,US,KS,Kansas,692.1973993,No,Extended,College,2/4/11,Medical Leave,F,16483,Urban,Married,90,14,68,0,9,Corporate Auto,Corporate L2,Scratch/Dent,Web,320.519977,Two-Door Car,Medsize
DO41287,US,IA,Iowa,827.644416,No,Extended,High School or Below,2/18/11,Unemployed,M,0,Suburban,Single,82,29,92,0,2,Personal Auto,Personal L2,Scratch/Dent,Branch,590.4,Four-Door Car,Medsize
GT54462,US,NE,Nebraska,1434.985991,No,Premium,Bachelor,2/5/11,Employed,M,73222,Urban,Married,180,24,43,0,3,Personal Auto,Personal L1,Collision,Call Center,821.51673,SUV,Large
BT76268,US,MO,Missouri,587.8199296,No,Basic,College,1/15/11,Employed,F,22061,Suburban,Married,74,25,25,0,8,Personal Auto,Personal L2,Hail,Branch,355.2,Four-Door Car,Medsize
QM38267,US,NE,Nebraska,266.605454,No,Basic,High School or Below,1/21/11,Employed,F,86321,Suburban,Married,66,7,25,0,1,Personal Auto,Personal L1,Scratch/Dent,Call Center,316.8,Four-Door Car,Medsize
LP82042,US,IA,Iowa,534.5680998,No,Basic,Bachelor,2/16/11,Employed,M,54668,Suburban,Married,68,3,41,1,6,Personal Auto,Personal L3,Collision,Call Center,326.4,Four-Door Car,Medsize
EF52978,US,NE,Nebraska,477.7121596,No,Basic,High School or Below,1/21/11,Unemployed,F,0,Suburban,Married,62,15,80,0,3,Personal Auto,Personal L3,Collision,Agent,297.6,Four-Door Car,Medsize
GH54524,US,MO,Missouri,1697.374021,No,Premium,High School or Below,2/7/11,Employed,M,69497,Rural,Married,142,30,31,0,2,Personal Auto,Personal L3,Other,Agent,92.286763,SUV,Medsize
DP26592,US,IA,Iowa,251.8112127,No,Basic,High School or Below,1/8/11,Employed,M,86617,Urban,Single,63,9,10,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,188.325603,Four-Door Car,Medsize
UP29839,US,OK,Oklahoma,1916.098994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L1,Hail,Agent,1294.700423,Luxury SUV,Medsize
SS48498,US,KS,Kansas,627.3173441,No,Extended,College,1/5/11,Employed,F,20836,Rural,Married,79,25,2,0,9,Corporate Auto,Corporate L3,Collision,Branch,193.57032,Four-Door Car,Medsize
OB55054,US,IA,Iowa,396.481296,No,Extended,Bachelor,1/30/11,Employed,M,88410,Suburban,Single,99,30,31,0,1,Corporate Auto,Corporate L2,Other,Call Center,475.2,Four-Door Car,Medsize
NP91656,US,MO,Missouri,491.1773088,No,Basic,Bachelor,1/9/11,Unemployed,F,0,Suburban,Single,69,26,33,0,9,Personal Auto,Personal L2,Other,Agent,496.8,Four-Door Car,Medsize
SH74080,US,IA,Iowa,780.531287,Yes,Basic,College,1/27/11,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L2,Collision,Agent,508.8,SUV,Small
KN25556,US,NE,Nebraska,720.0664877,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Personal Auto,Personal L1,Hail,Agent,316.8,Four-Door Car,Medsize
RB38792,US,IA,Iowa,538.9499465,Yes,Extended,College,1/7/11,Employed,M,66429,Rural,Married,136,35,93,0,1,Personal Auto,Personal L3,Hail,Agent,57.712985,Sports Car,Medsize
QR72180,US,MO,Missouri,324.1314176,No,Extended,Doctor,1/20/11,Employed,F,66889,Urban,Married,80,6,16,0,1,Personal Auto,Personal L1,Hail,Call Center,294.319428,Four-Door Car,Small
TW64385,US,MO,Missouri,552.8212807,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16,31,0,9,Corporate Auto,Corporate L3,Collision,Agent,345.6,Four-Door Car,Medsize
UO86707,US,KS,Kansas,717.3909404,No,Basic,Bachelor,2/15/11,Employed,M,75217,Rural,Single,61,12,47,1,2,Personal Auto,Personal L3,Scratch/Dent,Branch,147.080303,Four-Door Car,Medsize
GF94951,US,NE,Nebraska,707.6653181,No,Basic,Bachelor,2/20/11,Unemployed,M,0,Suburban,Single,68,8,9,0,2,Corporate Auto,Corporate L2,Collision,Branch,489.6,Two-Door Car,Large
NF53775,US,MO,Missouri,370.0385003,No,Extended,College,2/17/11,Retired,F,17557,Suburban,Married,96,6,5,0,1,Personal Auto,Personal L2,Other,Web,666.724937,Four-Door Car,Medsize
YB58778,US,MO,Missouri,532.8835851,No,Basic,College,1/30/11,Employed,F,81064,Rural,Single,70,20,4,4,3,Personal Auto,Personal L3,Collision,Agent,42.238585,Two-Door Car,Large
PH77560,US,OK,Oklahoma,483.8877084,No,Basic,High School or Below,2/12/11,Unemployed,F,0,Suburban,Single,66,2,45,0,5,Personal Auto,Personal L3,Hail,Branch,700.331425,Four-Door Car,Small
WA84789,US,KS,Kansas,1070.04952,No,Extended,Bachelor,2/24/11,Employed,F,75313,Suburban,Married,89,16,64,1,2,Personal Auto,Personal L1,Collision,Web,527.139074,Four-Door Car,Medsize
BI34376,US,MO,Missouri,787.9928952,No,Extended,Doctor,1/10/11,Employed,F,45703,Suburban,Married,98,17,36,0,9,Personal Auto,Personal L1,Other,Agent,470.4,Two-Door Car,Small
UQ63396,US,MO,Missouri,786.9432384,No,Basic,Bachelor,2/17/11,Employed,F,40036,Rural,Married,65,2,85,0,2,Personal Auto,Personal L3,Collision,Agent,48.828732,Four-Door Car,Medsize
BR23201,US,MO,Missouri,258.6807171,No,Basic,Bachelor,2/25/11,Unemployed,M,0,Urban,Married,71,23,84,0,1,Personal Auto,Personal L3,Hail,Branch,191.640085,Four-Door Car,Medsize
VH45094,US,NE,Nebraska,728.6789075,No,Basic,High School or Below,2/13/11,Employed,M,65870,Urban,Married,61,21,40,1,2,Personal Auto,Personal L2,Hail,Branch,202.847644,Four-Door Car,Large
KD47243,US,MO,Missouri,1179.799211,No,Basic,Bachelor,2/21/11,Employed,F,91469,Urban,Single,100,11,89,2,2,Personal Auto,Personal L1,Collision,Agent,418.864555,SUV,Small
MY13737,US,MO,Missouri,938.6753031,No,Basic,High School or Below,2/11/11,Employed,M,42090,Rural,Married,119,0,61,0,3,Corporate Auto,Corporate L3,Collision,Branch,203.352239,SUV,Medsize
OR48881,US,IA,Iowa,630.8922374,No,Extended,Doctor,2/5/11,Employed,F,21368,Rural,Married,79,7,2,0,6,Corporate Auto,Corporate L3,Hail,Call Center,4.61262,Four-Door Car,Medsize
OU62604,US,KS,Kansas,1748.453438,No,Basic,Bachelor,1/16/11,Employed,F,78362,Suburban,Divorced,73,16,66,0,2,Personal Auto,Personal L3,Collision,Agent,525.6,Four-Door Car,Small
LW77178,US,IA,Iowa,1542.801044,No,Extended,Bachelor,2/9/11,Employed,F,33879,Suburban,Married,98,16,82,0,2,Corporate Auto,Corporate L3,Collision,Branch,470.4,Two-Door Car,Small
BQ12347,US,NE,Nebraska,563.0793,No,Basic,High School or Below,1/24/11,Employed,M,72874,Suburban,Married,70,26,31,0,6,Special Auto,Special L3,Scratch/Dent,Branch,336,Four-Door Car,Small
FF61670,US,MO,Missouri,1813.118874,No,Extended,High School or Below,1/28/11,Unemployed,M,0,Suburban,Single,82,29,23,1,2,Personal Auto,Personal L2,Scratch/Dent,Call Center,393.6,Four-Door Car,Large
PM61374,US,MO,Missouri,808.7219475,No,Premium,Bachelor,2/6/11,Unemployed,F,0,Suburban,Married,110,9,23,0,6,Personal Auto,Personal L1,Collision,Web,550.825934,Two-Door Car,Medsize
BW25236,US,NE,Nebraska,1845.357629,No,Basic,College,1/13/11,Employed,M,72215,Urban,Married,66,22,23,0,2,Personal Auto,Personal L3,Hail,Web,247.911872,Four-Door Car,Medsize
XO22038,US,MO,Missouri,521.7513287,Yes,Basic,Bachelor,2/17/11,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Corporate Auto,Corporate L2,Hail,Web,261.930545,Two-Door Car,Medsize
QG51953,US,IA,Iowa,483.5783179,No,Basic,College,1/29/11,Employed,M,36655,Suburban,Married,61,15,81,0,9,Personal Auto,Personal L3,Collision,Web,295.223164,Four-Door Car,Small
SZ56338,US,IA,Iowa,559.712496,Yes,Extended,High School or Below,1/27/11,Employed,F,37995,Suburban,Married,139,16,50,0,1,Personal Auto,Personal L3,Collision,Branch,667.2,SUV,Medsize
PX60116,US,MO,Missouri,892.0463999,No,Premium,High School or Below,1/21/11,Employed,F,40867,Suburban,Married,112,21,98,0,7,Corporate Auto,Corporate L3,Collision,Branch,537.6,Two-Door Car,Large
BW46202,US,IA,Iowa,599.5411008,No,Extended,Bachelor,1/23/11,Medical Leave,F,28804,Rural,Married,78,6,84,0,3,Personal Auto,Personal L3,Collision,Web,76.025368,Two-Door Car,Large
GW14109,US,MO,Missouri,3849.694701,No,Extended,High School or Below,2/2/11,Employed,F,48409,Urban,Single,124,13,60,0,2,Special Auto,Special L3,Collision,Agent,345.211703,SUV,Medsize
GP42026,US,MO,Missouri,838.2630118,Yes,Basic,High School or Below,2/4/11,Retired,M,19683,Suburban,Married,117,17,41,1,9,Personal Auto,Personal L3,Collision,Web,561.6,Sports Car,Medsize
HR42454,US,KS,Kansas,1337.202426,No,Premium,High School or Below,2/25/11,Employed,F,88706,Suburban,Married,110,14,72,1,2,Corporate Auto,Corporate L3,Scratch/Dent,Branch,528,Two-Door Car,Small
TL43709,US,KS,Kansas,897.2140307,No,Basic,Bachelor,1/27/11,Employed,M,89689,Rural,Divorced,74,14,4,0,2,Personal Auto,Personal L3,Collision,Branch,136.829537,Four-Door Car,Large
OL36978,US,MO,Missouri,540.5518391,No,Basic,High School or Below,2/24/11,Employed,F,67241,Rural,Married,68,22,6,1,9,Personal Auto,Personal L3,Hail,Call Center,5.674809,Two-Door Car,Medsize
KT40899,US,MO,Missouri,935.2478998,No,Extended,High School or Below,1/10/11,Employed,M,75436,Rural,Married,78,10,20,0,2,Personal Auto,Personal L2,Hail,Agent,9.747443,Four-Door Car,Medsize
WE60408,US,NE,Nebraska,433.9871053,No,Basic,College,1/2/11,Employed,F,91761,Suburban,Married,109,33,20,2,1,Personal Auto,Personal L1,Scratch/Dent,Branch,779.052276,SUV,Medsize
LG64797,US,MO,Missouri,1772.376398,No,Extended,College,2/18/11,Employed,F,25771,Suburban,Married,222,21,58,0,4,Personal Auto,Personal L1,Collision,Branch,1253.984948,Luxury SUV,Medsize
MD87746,US,IA,Iowa,750.7455372,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Personal L2,Hail,Agent,231.201886,Two-Door Car,Medsize
FN50615,US,KS,Kansas,802.9393076,No,Premium,High School or Below,1/16/11,Employed,F,96869,Suburban,Single,101,25,97,0,3,Personal Auto,Personal L3,Hail,Agent,628.498605,Four-Door Car,Medsize
QF59448,US,KS,Kansas,283.1587689,No,Extended,College,2/13/11,Retired,M,17752,Suburban,Married,77,26,87,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,369.6,Four-Door Car,Medsize
MU79385,US,NE,Nebraska,1008.037031,No,Extended,College,2/12/11,Employed,M,60944,Urban,Married,130,10,38,2,4,Personal Auto,Personal L3,Hail,Web,623.505066,SUV,Medsize
JH30384,US,MO,Missouri,650.3397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Personal Auto,Personal L2,Collision,Agent,451.670309,Two-Door Car,Small
JE71423,US,KS,Kansas,333.1445625,No,Extended,College,2/20/11,Employed,M,73695,Suburban,Married,84,28,84,0,1,Personal Auto,Personal L3,Scratch/Dent,Call Center,403.2,Four-Door Car,Medsize
SK95364,US,MO,Missouri,462.0390087,No,Extended,College,2/26/11,Unemployed,F,0,Suburban,Single,130,11,0,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,936,SUV,Medsize
VG56765,US,NE,Nebraska,247.1528431,Yes,Basic,High School or Below,1/15/11,Employed,M,95697,Rural,Married,61,16,55,0,1,Personal Auto,Personal L2,Hail,Agent,114.273025,Two-Door Car,Medsize
NE24371,US,IA,Iowa,649.4243995,No,Extended,College,1/26/11,Medical Leave,F,15300,Suburban,Married,85,17,16,0,9,Personal Auto,Personal L2,Scratch/Dent,Call Center,408,Four-Door Car,Small
MB69535,US,KS,Kansas,965.7579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34,61,0,9,Corporate Auto,Corporate L1,Collision,Agent,628.8,SUV,Medsize
ZF27999,US,OK,Oklahoma,490.4894731,Yes,Extended,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3,51,0,1,Personal Auto,Personal L1,Collision,Agent,667.2,Sports Car,Medsize
MH40017,US,NE,Nebraska,480.2477033,No,Basic,High School or Below,1/6/11,Employed,M,29809,Suburban,Married,61,13,17,0,9,Personal Auto,Personal L3,Hail,Call Center,365.312072,Four-Door Car,Medsize
YJ99764,US,OK,Oklahoma,795.5774758,No,Basic,High School or Below,1/27/11,Unemployed,M,0,Suburban,Married,74,17,27,0,2,Personal Auto,Personal L3,Hail,Web,355.2,Four-Door Car,Medsize
AG22225,US,IA,Iowa,694.1900812,No,Extended,High School or Below,1/8/11,Unemployed,M,0,Suburban,Married,96,21,18,0,3,Personal Auto,Personal L3,Hail,Call Center,460.8,Four-Door Car,Small
ZJ26179,US,IA,Iowa,838.2478392,Yes,Basic,Bachelor,1/27/11,Employed,M,25998,Suburban,Married,71,16,38,0,2,Personal Auto,Personal L3,Hail,Call Center,791.878042,Four-Door Car,Medsize
VO36036,US,IA,Iowa,353.6431774,No,Extended,Doctor,2/27/11,Employed,F,28248,Suburban,Single,90,25,89,0,1,Personal Auto,Personal L3,Hail,Branch,634.385937,Four-Door Car,Small
ZQ94281,US,MO,Missouri,324.4816567,No,Extended,College,1/27/11,Employed,F,68103,Urban,Divorced,82,28,91,0,1,Personal Auto,Personal L2,Hail,Branch,277.795988,Two-Door Car,Medsize
CK40732,US,MO,Missouri,761.1212764,No,Premium,High School or Below,1/13/11,Unemployed,F,0,Suburban,Single,103,33,54,0,3,Special Auto,Special L2,Collision,Agent,741.6,Four-Door Car,Medsize
UT73461,US,IA,Iowa,450.5398267,No,Basic,Doctor,2/23/11,Employed,F,81079,Rural,Married,111,11,5,0,1,Special Auto,Special L3,Hail,Web,134.222332,SUV,Medsize
LT57320,US,OK,Oklahoma,244.5844833,No,Basic,Master,1/14/11,Disabled,F,22732,Rural,Married,62,31,35,0,1,Personal Auto,Personal L1,Scratch/Dent,Branch,15.616535,Four-Door Car,Medsize
BZ44726,US,OK,Oklahoma,1647.776843,No,Basic,High School or Below,2/26/11,Employed,F,49825,Suburban,Married,70,14,27,3,2,Corporate Auto,Corporate L3,Scratch/Dent,Agent,336,Two-Door Car,Medsize
VU32116,US,IA,Iowa,354.6400212,No,Basic,College,1/9/11,Unemployed,F,0,Suburban,Single,103,11,92,0,1,Personal Auto,Personal L3,Scratch/Dent,Branch,621.959357,SUV,Small
EG94326,US,OK,Oklahoma,427.727009,No,Basic,High School or Below,2/9/11,Employed,M,77265,Suburban,Married,107,23,9,0,1,Personal Auto,Personal L2,Hail,Call Center,513.6,SUV,Small
EJ43595,US,MO,Missouri,478.4773547,No,Basic,High School or Below,2/23/11,Unemployed,M,0,Suburban,Single,72,20,41,0,7,Corporate Auto,Corporate L2,Scratch/Dent,Web,779.629297,Four-Door Car,Medsize
QI37869,US,MO,Missouri,757.2237727,No,Premium,College,2/2/11,Disabled,M,12876,Urban,Married,107,8,90,2,3,Corporate Auto,Corporate L3,Collision,Call Center,425.964628,Four-Door Car,Large
SX65826,US,NE,Nebraska,1176.087637,No,Extended,Bachelor,2/21/11,Employed,M,36431,Suburban,Married,99,27,59,0,2,Personal Auto,Personal L1,Collision,Agent,513.252488,Two-Door Car,Small
XO42145,US,IA,Iowa,393.3813993,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L1,Hail,Web,674.973614,SUV,Medsize
WJ74851,US,OK,Oklahoma,570.0761833,No,Basic,Bachelor,2/19/11,Employed,F,26811,Suburban,Married,72,22,82,0,3,Personal Auto,Personal L3,Other,Agent,465.763576,Two-Door Car,Medsize
IG68709,US,IA,Iowa,349.8634784,No,Extended,High School or Below,1/2/11,Employed,F,41711,Urban,Single,90,3,89,0,1,Personal Auto,Personal L2,Collision,Agent,351.286604,Four-Door Car,Medsize
AC75391,US,NE,Nebraska,576.8091295,No,Basic,College,1/1/11,Employed,F,35091,Suburban,Divorced,74,27,19,0,9,Corporate Auto,Corporate L1,Collision,Branch,418.927204,Two-Door Car,Medsize
WO94087,US,NE,Nebraska,636.1954003,No,Extended,Bachelor,1/12/11,Unemployed,F,0,Suburban,Married,87,17,33,0,3,Corporate Auto,Corporate L1,Other,Agent,417.6,Four-Door Car,Medsize
YJ69332,US,IA,Iowa,650.3397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Personal Auto,Personal L1,Collision,Agent,451.670309,Two-Door Car,Small
BM21532,US,KS,Kansas,683.2111972,No,Extended,Bachelor,1/26/11,Unemployed,F,0,Suburban,Married,93,7,90,1,5,Personal Auto,Personal L3,Collision,Agent,446.4,Four-Door Car,Small
PD32641,US,IA,Iowa,578.5223477,No,Basic,College,1/24/11,Employed,M,31320,Urban,Married,72,30,95,0,5,Personal Auto,Personal L3,Collision,Branch,293.86579,Four-Door Car,Medsize
CK39096,US,IA,Iowa,561.9689084,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Personal Auto,Personal L3,Hail,Web,1027.000029,SUV,Medsize
QV19964,US,IA,Iowa,259.92896,No,Basic,Doctor,2/1/11,Employed,M,33947,Urban,Married,66,10,48,1,1,Personal Auto,Personal L3,Hail,Web,192.213037,Four-Door Car,Medsize
BF72793,US,MO,Missouri,673.2970948,No,Basic,High School or Below,1/28/11,Unemployed,F,0,Suburban,Single,62,10,31,0,2,Personal Auto,Personal L3,Hail,Agent,446.4,Two-Door Car,Medsize
WB12017,US,MO,Missouri,1832.186647,No,Basic,College,1/3/11,Employed,F,21189,Suburban,Divorced,66,4,2,0,2,Personal Auto,Personal L3,Scratch/Dent,Agent,316.8,Two-Door Car,Medsize
PB43222,US,KS,Kansas,910.2902307,No,Premium,Doctor,2/22/11,Employed,M,73759,Suburban,Married,114,2,25,3,6,Personal Auto,Personal L3,Collision,Agent,547.2,Four-Door Car,Small
AY84441,US,IA,Iowa,400.2857594,No,Basic,High School or Below,1/31/11,Unemployed,M,0,Suburban,Single,114,3,93,0,1,Personal Auto,Personal L2,Scratch/Dent,Call Center,820.8,SUV,Medsize
JQ65500,US,IA,Iowa,862.0997439,No,Premium,Bachelor,2/24/11,Employed,F,44988,Suburban,Married,108,30,57,0,3,Corporate Auto,Corporate L2,Collision,Web,518.4,Two-Door Car,Medsize
OI29521,US,IA,Iowa,1038.8986,No,Extended,College,1/10/11,Employed,F,33432,Rural,Single,90,28,43,0,2,Corporate Auto,Corporate L3,Collision,Agent,161.423101,Two-Door Car,Medsize
MJ51323,US,IA,Iowa,842.7172486,Yes,Extended,Bachelor,2/10/11,Employed,F,46503,Suburban,Divorced,215,4,21,1,1,Personal Auto,Personal L2,Collision,Agent,1032,Luxury SUV,Medsize
QI64880,US,MO,Missouri,700.7274228,No,Basic,Bachelor,2/7/11,Unemployed,M,0,Suburban,Single,101,12,12,0,6,Corporate Auto,Corporate L3,Hail,Branch,973.787176,SUV,Medsize
HV93429,US,IA,Iowa,517.6579135,No,Basic,Master,2/4/11,Employed,F,23636,Rural,Married,65,19,10,0,3,Personal Auto,Personal L3,Hail,Call Center,81.452537,Four-Door Car,Large
TA89713,US,IA,Iowa,538.9499465,Yes,Extended,College,1/7/11,Employed,M,66429,Rural,Married,136,35,93,0,1,Personal Auto,Personal L3,Hail,Agent,57.712985,Sports Car,Medsize
IE15348,US,KS,Kansas,406.7004737,No,Basic,High School or Below,1/9/11,Employed,F,28466,Urban,Married,102,33,91,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,371.802628,SUV,Medsize
LE65901,US,IA,Iowa,443.4941371,No,Basic,Bachelor,2/20/11,Employed,F,58082,Rural,Married,112,31,66,1,1,Personal Auto,Personal L3,Collision,Call Center,103.022126,SUV,Medsize
FF68864,US,NE,Nebraska,1401.052742,No,Basic,Bachelor,1/28/11,Employed,F,36523,Rural,Married,71,28,67,0,2,Personal Auto,Personal L1,Hail,Web,101.353875,Four-Door Car,Medsize
YX99200,US,OK,Oklahoma,1235.005824,No,Premium,Bachelor,1/9/11,Employed,M,54710,Urban,Married,103,13,46,0,2,Personal Auto,Personal L3,Scratch/Dent,Branch,294.058449,Two-Door Car,Medsize
LZ26801,US,MO,Missouri,816.1576876,No,Basic,High School or Below,2/7/11,Employed,F,73466,Rural,Married,102,2,71,1,6,Personal Auto,Personal L1,Scratch/Dent,Call Center,204.74051,SUV,Medsize
TA66375,US,IA,Iowa,1100.913049,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16,43,0,1,Corporate Auto,Corporate L2,Hail,Agent,1358.4,Luxury Car,Medsize
SC92090,US,NE,Nebraska,871.7049833,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22,94,3,2,Personal Auto,Personal L2,Hail,Agent,355.2,Four-Door Car,Large
TK40018,US,IA,Iowa,591.7466603,No,Premium,High School or Below,2/13/11,Unemployed,M,0,Suburban,Single,169,31,77,0,1,Personal Auto,Personal L3,Other,Agent,1207.084251,SUV,Medsize
ZD63451,US,MO,Missouri,250.3660407,No,Basic,Bachelor,1/11/11,Employed,M,53338,Rural,Married,63,24,35,1,1,Personal Auto,Personal L2,Other,Agent,35.45384,Four-Door Car,Medsize
ZA83961,US,KS,Kansas,1268.225069,No,Extended,High School or Below,1/20/11,Employed,M,75203,Suburban,Single,80,0,13,1,2,Corporate Auto,Corporate L2,Collision,Call Center,384,Four-Door Car,Medsize
DT35588,US,IA,Iowa,433.038602,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L1,Hail,Branch,513.6,Four-Door Car,Medsize
VF87723,US,MO,Missouri,1048.774332,No,Extended,College,2/24/11,Employed,M,30658,Suburban,Married,89,6,67,0,2,Personal Auto,Personal L3,Hail,Branch,441.757585,Four-Door Car,Medsize
QP69826,US,NE,Nebraska,356.7503755,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Corporate Auto,Corporate L2,Hail,Agent,660.430456,SUV,Medsize
UW37050,US,IA,Iowa,1989.642226,No,Extended,Bachelor,1/15/11,Employed,F,60420,Urban,Married,248,8,74,0,8,Personal Auto,Personal L2,Hail,Web,632.944366,Luxury SUV,Medsize
UH62254,US,IA,Iowa,2142.363723,Yes,Basic,Bachelor,1/3/11,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Personal Auto,Personal L2,Hail,Agent,312,Two-Door Car,Medsize
BU41599,US,KS,Kansas,558.1761298,No,Basic,Master,2/28/11,Employed,F,62739,Urban,Divorced,70,29,80,0,3,Personal Auto,Personal L1,Hail,Call Center,239.328571,Two-Door Car,Medsize
